# name                         ra_j2000_formula dec_j2000_formula gucds_shortname ref_discovery                    multiplesystem_unresolved_in_this_table multiplesystem_resolved_in_this_table     youth_evidence      age_category                 designation_2mass        ra_epoch_2mass dec_epoch_2mass epoch_2mass J_2MASS Jerr_2MASS ref_J_2MASS H_2MASS Herr_2MASS ref_H_2MASS Ks_2MASS Kserr_2MASS ref_Ks_2MASS  Cflg_2MASS designation_MKO             Y_MKO   Yerr_MKO ref_Y_MKO      J_MKO   Jerr_MKO ref_J_MKO     H_MKO   Herr_MKO ref_H_MKO      K_MKO  Kerr_MKO ref_K_MKO     designation_WISE           ra_j2000_WISE dec_j2000_WISE W1     W1err W2     W2err W3     W3err W4     W4err ch1    ch1err ch2    ch2err ref_Spitzer    spt_opt       ref_spt_opt spt_ir             ref_spt_ir     spt_opt_flt spt_ir_flt spt_adop_flt plx_formula plxerr_formula ref_plx_formula banyan_sigma_max_hypo_young banyan_sigma_max_prob_young
  "LP 704-48"                  1.6977           -8.8765           J0006-0852A     Cruz02                           N                                       "SDSS J000649.16-085246.3: Burg12b"       N                   Field                        "2MASS J00064746-0852350" 1.697787       -8.876415       1998-10-07  11.967  0.023      Cutr03      11.434  0.023      Cutr03      11.09    0.023       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J000647.39-085240.4" 1.6977989     -8.8765259     10.894 0.011 10.66  0.007 10.515 0.1   8.706  0.431 ""     ""     ""     ""     ""             M6            Cruz02      ""                 ""             76.0        ""         76.0         31.94       0.13           Gaia23          UCL                         0.0                        
  "SDSS J000649.16-085246.3"   1.7048           -8.8795           J0006-0852      West08                           "Y: Burg12b"                            "LP 704-48: Burg12b"                      N                   "SDSS J000649.16-085246.3"   "2MASS J00064916-0852457" 1.704872       -8.879364       1998-10-07  14.143  0.03       Cutr03      13.551  0.039      Cutr03      13.132   0.039       Cutr03        000        ""                          14.978  0.058    Best21         14.095  0.03     Best21        13.615  0.039    Best21         13.108 0.039    Best21        "WISEA J000649.11-085249.5" 1.7046638     -8.8804416     12.762 0.023 12.353 0.027 11.637 0.25  8.874  ""    ""     ""     ""     ""     ""             M9            West08      M9:                Robe16         79.0        79.0       79.0         32.44       0.3            Gaia23          UCL                         0.0                        
  "2MASS J00065552+0236376"    1.7315           2.6104            ""              Kell17                           N                                       N                                         N                   Field                        "2MASS J00065552+0236376" 1.73136        2.61045         2000-08-26  16.347  0.087      Cutr03      15.331  0.082      Cutr03      14.809   0.08        Cutr03        000        "ULAS J000655.45+023635.6"  17.704  0.02     Lawr12         16.291  0.01     Lawr12        15.372  0.013    Lawr12         14.654 0.008    Lawr12        "CWISE J000655.40+023634.4" 1.7313449     2.6105488      14.113 0.015 13.823 0.014 11.916 ""    8.881  ""    ""     ""     ""     ""     ""             ""            ""          L3                 Kell17         ""          83.0       83.0         ""          ""             ""              UCL                         0.0                        
  "DENIS J0006579-643654"      1.7414           -64.6151          J0006-6436      Mart10                           N                                       N                                         YMG;lowg            THA                          "2MASS J00065794-6436542" 1.741442       -64.615059      2000-07-29  13.385  0.026      Cutr03      12.664  0.033      Cutr03      12.169   0.033       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J000658.13-643655.1" 1.7412605     -64.61504      11.715 0.012 11.424 0.01  11.063 0.143 9.158  ""    ""     ""     ""     ""     ""             L0            Mart10      "M7.4 INT-G"       Gagn15c        80.0        77.4       80.0         23.17       0.2            Gaia23          THA                         0.999                      
  "2MASS J00070787-2458042"    1.7829           -24.9679          J0007-2458      Reyl04                           N                                       N                                         N                   Field                        "2MASS J00070787-2458042" 1.782817       -24.967861      1998-11-07  13.115  0.024      Cutr03      12.447  0.024      Cutr03      12.06    0.023       Cutr03        000        ""                          13.937  0.055    Best21         13.093  0.024    Best21        12.504  0.024    Best21         12.037 0.023    Best21        "CWISE J000708.10-245805.2" 1.7828626     -24.9679089    11.843 0.012 11.634 0.008 11.36  0.172 8.455  ""    ""     ""     ""     ""     ""             M7            Cruz07      ""                 ""             77.0        ""         77.0         32.58       0.14           Gaia23          ARG                         0.187                      
  "ULAS J000734.90+011247.1"   1.8955           1.2128            J0007+0112      Burn13                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         "ULAS J000734.90+011247.1"  19.219  0.075    Lawr12         18.05   0.04     Lawr12        ""      ""       ""             ""     ""       ""            "CWISE J000735.01+011247.1" 1.8955242     1.2127771      17.633 0.097 15.885 0.066 12.409 ""    8.971  ""    ""     ""     ""     ""     ""             ""            ""          T7                 Burn13         ""          97.0       97.0         ""          ""             ""              BPMG                        0.621                      
  "SIMP J00081285+0806441"     2.0536           8.1122            J0008+0806      Robe16                           N                                       N                                         N                   Field                        "2MASS J00081285+0806441" 2.053555       8.11226         2000-10-02  16.591  0.155      Cutr03      15.541  0.129      Cutr03      15.155   0.168       Cutr03        000        "ULAS J000812.84+080642.1"  17.624  0.026    Lawr12         16.559  0.017    Lawr12        15.859  0.019    Lawr12         15.317 0.019    Lawr12        "CWISE J000812.84+080640.4" 2.0536596     8.1120072      14.91  0.018 14.669 0.024 12.624 ""    8.472  ""    ""     ""     ""     ""     ""             ""            ""          L0.5::             Robe16         ""          80.5       80.5         ""          ""             ""              ABDMG                       0.0                        
  "PSO J002.0878+52.0687"      2.0877           52.0697           ""              Sang23                           N                                       N                                         N                   Field                        "2MASS J00082109+5204097" 2.087878       52.069386       1998-11-06  16.69   0.151      Cutr03      16.244  0.349      Cutr03      16.222   0.349       Cutr03        000        ""                          17.797  0.057    Best21         16.536  0.024    Sang23        16.601  0.057    Sang23         16.49  0.058    Sang23        "CWISE J000821.09+520406.7" 2.0878374     52.0696031     16.355 0.04  14.915 0.027 12.758 0.402 9.325  ""    ""     ""     ""     ""     ""             ""            ""          T5                 Sang23         ""          95.0       95.0         ""          ""             ""              ABDMG                       0.0                        
  "2MASS J00082822+3125581"    2.1176           31.4328           J0008+3125      Kell17                           N                                       N                                         N                   Field                        "2MASS J00082822+3125581" 2.117599       31.43281        1999-11-05  15.611  0.065      Cutr03      15.023  0.082      Cutr03      14.666   0.078       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J000828.26+312557.9" 2.1175485     31.4327711     14.332 0.015 14.092 0.016 12.413 ""    8.576  ""    ""     ""     ""     ""     ""             ""            ""          M7                 Kell17         ""          77.0       77.0         11.4        0.6            Gaia23          ARG                         0.0                        
  "ULAS J000844.34+012729.4"   2.185            1.4592            ""              Zhan19b                          N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         "ULAS J000844.34+012729.4"  18.198  0.04     Lawr12         16.994  0.021    Lawr12        17.403  0.056    Lawr12         17.536 0.096    Lawr12        "CWISE J000844.33+012726.8" 2.1849675     1.4592383      16.707 0.043 14.831 0.027 12.402 ""    8.955  ""    ""     ""     ""     ""     ""             ""            ""          T6.5               Zhan19b        ""          96.5       96.5         ""          ""             ""              ABDMG                       0.0                        
  "WISEPC J000849.76-173922.6" 2.2078           -17.6552          J0008-1739      Kirk11                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          17.03   0.06       Kirk11      17.77   0.13       Kirk11      17.0     ""          Kirk11        ""         ""                          ""      ""       ""             16.85   0.02     Best20        ""      ""       ""             ""     ""       ""            "CWISE J000849.71-173925.0" 2.2078221     -17.6551875    16.826 0.05  14.978 0.031 12.085 ""    8.343  ""    16.04  0.03   14.87  0.02   Kirk11         ""            ""          T6                 Kirk11         ""          96.0       96.0         36.0        4.0            Best20          USCO                        0.0                        
  "WISEA J000856.39-281321.7"  2.2341           -28.2227          ""              Schn16a;Grec19                   N                                       N                                         YMG?                CARN?                        "2MASS J00085614-2813211" 2.233922       -28.222542      1998-11-07  16.727  0.137      Cutr03      15.664  0.139      Cutr03      15.049   0.131       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J000856.48-281321.8" 2.2341165     -28.2227653    14.112 0.014 13.695 0.013 12.346 0.41  8.906  ""    ""     ""     ""     ""     ""             ""            ""          L8                 Grec19         ""          88.0       88.0         ""          ""             ""              CARN                        0.85                       
  "2MASS J00100009-2031122"    2.5004           -20.5201          J0010-2031      Cruz07                           N                                       N                                         N                   Field                        "2MASS J00100009-2031122" 2.500396       -20.520073      1998-08-14  14.134  0.024      Cutr03      13.368  0.03       Cutr03      12.882   0.03        Cutr03        000        ""                          15.043  0.055    Best21         14.101  0.024    Best21        13.424  0.03     Best21         12.861 0.03     Best21        "CWISE J001000.22-203112.0" 2.5003037     -20.5200347    12.545 0.014 12.313 0.01  11.985 0.305 8.986  ""    ""     ""     ""     ""     ""             L0            Cruz07      M8.8:              Bard14         80.0        78.8       80.0         35.66       0.29           Gaia23          UCL                         0.0                        
  "2MASS J00100480-0930519"    2.5201           -9.5145           J0010-0930      Kell17                           N                                       N                                         N                   Field                        "2MASS J00100480-0930519" 2.520037       -9.514431       1998-10-16  16.329  0.096      Cutr03      16.007  0.22       Cutr03      15.241   0.165       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J001004.84-093052.4" 2.5200362     -9.5145774     14.938 0.017 14.637 0.022 12.083 ""    8.82   ""    ""     ""     ""     ""     ""             ""            ""          M9                 Kell17         ""          79.0       79.0         ""          ""             ""              ARG                         0.0                        
  "ULAS J001040.57+010013.1"   2.6688           1.0039            J0010+0100      DayJ13                           N                                       N                                         N                   Field                        ""                       ""             ""              ""          ""      ""         ""          ""      ""         ""          ""       ""          ""            ""         "ULAS J001040.57+010013.1"  19.361  0.084    Lawr12         18.089  0.038    Lawr12        17.457  0.067    Lawr12         16.71  0.059    Lawr12        "CWISE J001040.60+010012.4" 2.6691351     1.0038907      16.37  0.034 16.227 0.089 12.311 ""    8.642  ""    ""     ""     ""     ""     ""             ""            ""          L1:                DayJ13         ""          81.0       81.0         ""          ""             ""              ARG                         0.0                        
  "LSR J0011+5908"             2.8826           59.1444           J0011+5908      Lepi02b                          N                                       N                                         N                   Field                        "2MASS J00113182+5908400" 2.882605       59.144455       1999-11-10  9.945   0.023      Cutr03      9.393   0.026      Cutr03      9.093    0.021       Cutr03        000        ""                          ""      ""       ""             ""      ""       ""            ""      ""       ""             ""     ""       ""            "CWISE J001130.02+590822.0" 2.8826176     59.1444321     8.917  0.008 8.701  0.005 8.429  0.029 8.097  0.146 ""     ""     ""     ""     ""             M6.5          Lepi09      ""                 ""             76.5        ""         76.5         107.387     0.027          Gaia23          TAU                         0.0                        
  "SIMP J00132128+0841006"     3.3389           8.6835            J0013+0841      Robe16                           N                                       N                                         N                   Field                        "2MASS J00132128+0841006" 3.338697       8.683504        2000-09-24  16.525  0.145      Cutr03      15.711  0.144      Cutr03      15.205   0.152       Cutr03        000        "ULAS J001321.37+084059.5"  17.298  0.017    Lawr12         16.357  0.011    Lawr12        15.646  0.009    Lawr12         15.08  0.011    Lawr12        "CWISE J001321.42+084059.3" 3.3388292     8.6834907      14.84  0.018 14.639 0.024 12.442 ""    8.804  ""    ""     ""     ""     ""     ""             ""            ""          L1:                Robe16         ""          81.0       81.0         ""          ""             ""              ABDMG                       0.0                        
  "2MASS J00132229-1143006"    3.343            -11.7168          J0013-1143      Kell17                           N                                       N                                         YMG                 ARG                          "2MASS J00132229-1143006" 3.342905       -11.716838      2000-10-22  16.349  0.095      Cutr03      15.682  0.216      Cutr03      15.69    0.216       Cutr03        000        ""                          ""      ""       ""             16.05   0.02     Best20        15.74   0.22     Best21         15.76  0.22     Best21        "CWISE J001322.53-114300.7" 3.3428996     -11.7167318    15.585 0.023 14.356 0.02  12.25  ""    9.035  ""    ""     ""     ""     ""     ""             ""            ""          "T3 pec"           Kell17         ""          93.0       93.0         40.0        3.0            Best20          ARG                         0.968                      
  "2MASS J00133470+1109403"    3.3946           11.1612           J0013+1109      Kell17                           N                                       N                                         lowg                INT-G                        "2MASS J00133470+1109403" 3.394595       11.161202       2000-09-24  15.721  0.075      Cutr03      14.707  0.062      Cutr03      14.225   0.067       Cutr03        000        "ULAS J001334.74+110940.0"  16.978  0.013    Lawr12         15.732  0.007    Lawr12        14.839  0.007    Lawr12         14.104 0.006    Lawr12        "CWISE J001334.77+110939.7" 3.3945294     11.1612251     13.618 0.014 13.249 0.011 12.246 0.439 8.505  ""    ""     ""     ""     ""     ""             ""            ""          "L1 pec (red)"     Kell17         ""          81.0       81.0         ""          ""             ""              BPMG                        0.132                      
